bgc_id;genome_id;region;accession;start_pos;end_pos;contig_edge;region_length;most_similar_known_cluster_id;most_similar_known_cluster_description;manual_assessment;most_similar_known_cluster_type;similarity;source;gbk_path;product;bigscape_class;gcf_0.30;gcf_0.40;gcf_0.50;Clan Number;fam_id_0.30;fam_type_0.30;fam_known_compounds_0.30
CP108086.region023;NBC_00253;1.23;CP108086;7702982;7810679;FALSE;107697;BGC0001611;guangnanmycin;unknown;NRP+Polyketide;0.6785714285714286;bgcflow;data/interim/antismash/7.0.0/NBC_00253/CP108086.region023.gbk;transAT-PKS.terpene.PKS-like.NRPS;Others;7773;7773;7773;12413.0;1371;unknown_family;u_Others_1371
CP130716.region004;NBC_00150;1.4;CP130716;743349;842729;FALSE;99380;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.1724137931034483;bgcflow;data/interim/antismash/7.0.0/NBC_00150/CP130716.region004.gbk;transAT-PKS.T3PKS.PKS-like.NRPS;PKS-NRP_Hybrids;27859;27859;27859;10239.0;604;unknown_family;u_PKS-NRP_Hybrids_604
CP109522.region026;NBC_01414;1.26;CP109522;7547291;7628570;FALSE;81279;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.0689655172413793;bgcflow;data/interim/antismash/7.0.0/NBC_01414/CP109522.region026.gbk;transAT-PKS.PKS-like;PKSother;26735;26735;24366;14565.0;1425;unknown_family;u_PKSother_1425
CP109126.region002;NBC_01759;2.2;CP109126;125108;226502;FALSE;101394;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.0689655172413793;bgcflow;data/interim/antismash/7.0.0/NBC_01759/CP109126.region002.gbk;transAT-PKS.NRPS-like.PKS-like;PKS-NRP_Hybrids;21104;21104;21104;10239.0;4377;unknown_family;u_PKS-NRP_Hybrids_4377
CP109368.region026;NBC_01556;1.26;CP109368;7600319;7681598;FALSE;81279;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.0689655172413793;bgcflow;data/interim/antismash/7.0.0/NBC_01556/CP109368.region026.gbk;transAT-PKS.PKS-like;PKSother;26735;26735;24366;14565.0;1425;unknown_family;u_PKSother_1425
CP108295.region004;NBC_00027;1.4;CP108295;496115;595160;FALSE;99045;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.1724137931034483;bgcflow;data/interim/antismash/7.0.0/NBC_00027/CP108295.region004.gbk;transAT-PKS.T3PKS.PKS-like.NRPS;PKS-NRP_Hybrids;27859;27859;27859;10239.0;604;unknown_family;u_PKS-NRP_Hybrids_604
CP109038.region033;NBC_00648;1.33;CP109038;7606530;7705808;FALSE;99278;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.1724137931034483;bgcflow;data/interim/antismash/7.0.0/NBC_00648/CP109038.region033.gbk;transAT-PKS.T3PKS.PKS-like.NRPS;PKS-NRP_Hybrids;27859;27859;27859;10239.0;604;unknown_family;u_PKS-NRP_Hybrids_604
CP109019.region004;NBC_00668;1.4;CP109019;514254;613350;FALSE;99096;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.1724137931034483;bgcflow;data/interim/antismash/7.0.0/NBC_00668/CP109019.region004.gbk;transAT-PKS.T3PKS.PKS-like.NRPS;PKS-NRP_Hybrids;27859;27859;27859;10239.0;604;unknown_family;u_PKS-NRP_Hybrids_604
CP109317.region027;NBC_01598;1.27;CP109317;7592387;7673666;FALSE;81279;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.0689655172413793;bgcflow;data/interim/antismash/7.0.0/NBC_01598/CP109317.region027.gbk;transAT-PKS.PKS-like;PKSother;26735;26735;24366;14565.0;1425;unknown_family;u_PKSother_1425
CP108253.region034;NBC_00060;1.34;CP108253;8069216;8168596;FALSE;99380;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.1724137931034483;bgcflow;data/interim/antismash/7.0.0/NBC_00060/CP108253.region034.gbk;transAT-PKS.T3PKS.PKS-like.NRPS;PKS-NRP_Hybrids;27859;27859;27859;10239.0;604;unknown_family;u_PKS-NRP_Hybrids_604
CP108106.region004;NBC_00224;1.4;CP108106;743351;842731;FALSE;99380;BGC0001099;kalimantacin A;unknown;NRP+Polyketide:Modular type I polyketide+Polyketide:Trans-AT type I polyketide;0.1724137931034483;bgcflow;data/interim/antismash/7.0.0/NBC_00224/CP108106.region004.gbk;transAT-PKS.T3PKS.PKS-like.NRPS;PKS-NRP_Hybrids;27859;27859;27859;10239.0;604;unknown_family;u_PKS-NRP_Hybrids_604
CP109483.region024;NBC_01447;1.24;CP109483;7424130;7505606;FALSE;81476;BGC0001646;lagriamide;unknown;NRP+Polyketide;0.0909090909090909;bgcflow;data/interim/antismash/7.0.0/NBC_01447/CP109483.region024.gbk;transAT-PKS.PKS-like;PKSother;24756;24756;18218;14565.0;720;unknown_family;u_PKSother_720
CP108849.region024;NBC_00843;1.24;CP108849;7474648;7556184;FALSE;81536;BGC0001646;lagriamide;unknown;NRP+Polyketide;0.0909090909090909;bgcflow;data/interim/antismash/7.0.0/NBC_00843/CP108849.region024.gbk;transAT-PKS.PKS-like;PKSother;24756;24756;18218;14565.0;720;unknown_family;u_PKSother_720
NBC_01287_2.region001;NBC_01287;1.1;NBC_01287_2;33814;184760;FALSE;150946;BGC0002455;lagriene;unknown;Polyketide;0.1521739130434782;bgcflow;data/interim/antismash/7.0.0/NBC_01287/NBC_01287_2.region001.gbk;transAT-PKS.lanthipeptide-class-ii.PKS-like.thiopeptide.NRPS.T3PKS.RRE-containing;Others;30545;31171;31171;12413.0;3899;unknown_family;u_Others_3899
CP109068.region019;NBC_01811;1.19;CP109068;6289322;6428817;FALSE;139495;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.4857142857142857;bgcflow;data/interim/antismash/7.0.0/NBC_01811/CP109068.region019.gbk;transAT-PKS.NRPS-like.PKS-like.NRPS;PKS-NRP_Hybrids;20247;20247;20247;10239.0;4233;unknown_family;u_PKS-NRP_Hybrids_4233
CP107893.region012;NBC_00468;1.12;CP107893;4330381;4425439;FALSE;95058;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.5714285714285714;bgcflow;data/interim/antismash/7.0.0/NBC_00468/CP107893.region012.gbk;transAT-PKS.NRPS-like.PKS-like.NRPS;PKS-NRP_Hybrids;4643;20464;20464;10239.0;4300;unknown_family;u_PKS-NRP_Hybrids_4300
CP109364.region036;NBC_01560;1.36;CP109364;8182721;8334296;FALSE;151575;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.5428571428571428;bgcflow;data/interim/antismash/7.0.0/NBC_01560/CP109364.region036.gbk;transAT-PKS.NRPS-like.arylpolyene.PKS-like.lanthipeptide-class-iii.NRPS;Others;24301;24301;24301;12413.0;3988;unknown_family;u_Others_3988
CP109078.region011;NBC_01796;1.11;CP109078;6025647;6121050;FALSE;95403;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.5428571428571428;bgcflow;data/interim/antismash/7.0.0/NBC_01796/CP109078.region011.gbk;transAT-PKS.NRPS-like.PKS-like.NRPS;PKS-NRP_Hybrids;20464;20464;20464;10239.0;4378;unknown_family;u_PKS-NRP_Hybrids_4378
CP108229.region001;NBC_00085;1.1;CP108229;252711;332936;FALSE;80225;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.4857142857142857;bgcflow;data/interim/antismash/7.0.0/NBC_00085/CP108229.region001.gbk;transAT-PKS.NRPS-like.NRPS;PKS-NRP_Hybrids;10961;10961;10961;10239.0;2118;unknown_family;u_PKS-NRP_Hybrids_2118
CP108290.region005;NBC_00039;2.5;CP108290;532711;613966;FALSE;81255;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.4857142857142857;bgcflow;data/interim/antismash/7.0.0/NBC_00039/CP108290.region005.gbk;transAT-PKS.NRPS-like.NRPS;PKS-NRP_Hybrids;10961;10961;10961;10239.0;2118;unknown_family;u_PKS-NRP_Hybrids_2118
CP108653.region002;NBC_01103;1.2;CP108653;173345;257033;FALSE;83688;BGC0001853;largimiycin 38/largimycin 39;unknown;NRP+Polyketide:Modular type I polyketide;0.5142857142857142;bgcflow;data/interim/antismash/7.0.0/NBC_01103/CP108653.region002.gbk;transAT-PKS.NRPS-like.PKS-like.NRPS;PKS-NRP_Hybrids;15966;15966;15966;10239.0;4196;unknown_family;u_PKS-NRP_Hybrids_4196
CP109495.region010;NBC_01432;1.1;CP109495;983006;1064132;FALSE;81126;BGC0001032;oocydin A;unknown;NRP+Polyketide;0.0869565217391304;bgcflow;data/interim/antismash/7.0.0/NBC_01432/CP109495.region010.gbk;transAT-PKS.PKS-like;PKSother;24756;24756;18218;14565.0;720;unknown_family;u_PKSother_720
CP109389.region010;NBC_01542;1.1;CP109389;1010419;1091624;FALSE;81205;BGC0001032;oocydin A;unknown;NRP+Polyketide;0.0869565217391304;bgcflow;data/interim/antismash/7.0.0/NBC_01542/CP109389.region010.gbk;transAT-PKS.PKS-like;PKSother;24756;24756;18218;14565.0;720;unknown_family;u_PKSother_720
CP109393.region010;NBC_01536;1.1;CP109393;1005251;1085557;FALSE;80306;BGC0001032;oocydin A;unknown;NRP+Polyketide;0.0869565217391304;bgcflow;data/interim/antismash/7.0.0/NBC_01536/CP109393.region010.gbk;transAT-PKS.PKS-like;PKSother;24756;24756;18218;14565.0;720;unknown_family;u_PKSother_720
CP109421.region009;NBC_01507;1.9;CP109421;1002221;1083409;FALSE;81188;BGC0001032;oocydin A;unknown;NRP+Polyketide;0.0869565217391304;bgcflow;data/interim/antismash/7.0.0/NBC_01507/CP109421.region009.gbk;transAT-PKS.PKS-like;PKSother;24756;24756;18218;14565.0;720;unknown_family;u_PKSother_720
CP109426.region036;NBC_01499;1.36;CP109426;8143582;8199183;FALSE;55601;BGC0001106;oxalomycin B;unknown;NRP+Polyketide;0.0909090909090909;bgcflow;data/interim/antismash/7.0.0/NBC_01499/CP109426.region036.gbk;transAT-PKS;PKSother;25277;25277;25277;14565.0;4802;unknown_family;u_PKSother_4802
NBC_01287_2.region026;NBC_01287;1.26;NBC_01287_2;7261972;7359578;FALSE;97606;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.1162790697674418;bgcflow;data/interim/antismash/7.0.0/NBC_01287/NBC_01287_2.region026.gbk;transAT-PKS.T1PKS.PKS-like.NRPS;PKS-NRP_Hybrids;30570;30570;30570;10239.0;4396;unknown_family;u_PKS-NRP_Hybrids_4396
CP107780.region028;NBC_00576;1.28;CP107780;9627637;9739763;FALSE;112126;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.1162790697674418;bgcflow;data/interim/antismash/7.0.0/NBC_00576/CP107780.region028.gbk;T1PKS.NRPS.transAT-PKS;PKS-NRP_Hybrids;3163;3163;3163;10239.0;4451;unknown_family;u_PKS-NRP_Hybrids_4451
CP108059.region001;NBC_00280;1.1;CP108059;9916;104722;TRUE;94806;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.1395348837209302;bgcflow;data/interim/antismash/7.0.0/NBC_00280/CP108059.region001.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;4754;4754;4754;10239.0;2110;unknown_family;u_PKS-NRP_Hybrids_2110
CP108025.region012;NBC_00315;1.12;CP108025;1927967;2090116;FALSE;162149;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.1860465116279069;bgcflow;data/interim/antismash/7.0.0/NBC_00315/CP108025.region012.gbk;transAT-PKS.betalactone.NRPS-like.terpene.NRPS;Others;6898;6898;6898;12413.0;3889;unknown_family;u_Others_3889
CP108025.region028;NBC_00315;1.28;CP108025;7606107;7671671;FALSE;65564;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.0465116279069767;bgcflow;data/interim/antismash/7.0.0/NBC_00315/CP108025.region028.gbk;transAT-PKS.NRPS;PKS-NRP_Hybrids;6914;6914;6914;10239.0;4512;unknown_family;u_PKS-NRP_Hybrids_4512
CP108513.region001;NBC_01235;1.1;CP108513;27504;129549;FALSE;102045;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.1162790697674418;bgcflow;data/interim/antismash/7.0.0/NBC_01235/CP108513.region001.gbk;transAT-PKS.T1PKS.PKS-like.terpene.NRPS;Others;14198;14198;14198;12413.0;3886;unknown_family;u_Others_3886
CP107903.region001;NBC_00459;1.1;CP107903;155814;253347;FALSE;97533;BGC0001740;phthoxazolin;unknown;NRP+Polyketide;0.1395348837209302;bgcflow;data/interim/antismash/7.0.0/NBC_00459/CP107903.region001.gbk;transAT-PKS.T1PKS.NRPS;PKS-NRP_Hybrids;4754;4754;4754;10239.0;2110;unknown_family;u_PKS-NRP_Hybrids_2110
NBC_01458_8.region001;NBC_01458;3.1;NBC_01458_8;8703;286623;TRUE;277920;BGC0002097;kosinostatin;virginiamycin;NRP+Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide;0.8125;bgcflow;data/interim/antismash/7.0.0/NBC_01458/NBC_01458_8.region001.gbk;transAT-PKS.T2PKS.T1PKS.ectoine.lanthipeptide-class-ii.PKS-like.NRPS.lanthipeptide-class-i.hglE-KS;Others;31024;31024;31173;12413.0;1962;unknown_family;u_Others_1962
NBC_01548_4.region001;NBC_01548;2.1;NBC_01548_4;13825;287123;TRUE;273298;BGC0002097;kosinostatin;virginiamycin;NRP+Polyketide:Type II polyketide+Saccharide:Hybrid/tailoring saccharide;0.8125;bgcflow;data/interim/antismash/7.0.0/NBC_01548/NBC_01548_4.region001.gbk;transAT-PKS.T2PKS.T1PKS.hglE-KS.ectoine.lanthipeptide-class-ii.PKS-like.lanthipeptide-class-i.NRPS;Others;31024;31024;31173;12413.0;1962;unknown_family;u_Others_1962
CP107872.region001;NBC_00488;2.1;CP107872;20314;147039;FALSE;126725;BGC0001116;virginiamycin S1;virginiamycin S1;NRP+Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00488/CP107872.region001.gbk;transAT-PKS.butyrolactone.PKS-like.NRPS;Others;13142;13142;13142;12413.0;1939;unknown_family;u_Others_1939
CP108424.region001;NBC_01294;2.1;CP108424;24916;151484;FALSE;126568;BGC0001116;virginiamycin S1;virginiamycin S1;NRP+Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01294/CP108424.region001.gbk;transAT-PKS.butyrolactone.PKS-like.NRPS;Others;13142;13142;13142;12413.0;1939;unknown_family;u_Others_1939
NBC_01565_3.region021;NBC_01565;1.21;NBC_01565_3;7381631;7520030;FALSE;138399;BGC0001823;weishanmycin;weishanmycin;NRP+Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01565/NBC_01565_3.region021.gbk;transAT-PKS.T1PKS.NAPAA.terpene.NRPS;Others;15002;31267;31267;12413.0;1011;unknown_family;u_Others_1011
CP108057.region022;NBC_00283;1.22;CP108057;7190737;7309601;FALSE;118864;BGC0001823;weishanmycin;weishanmycin;NRP+Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00283/CP108057.region022.gbk;transAT-PKS.T1PKS.NAPAA.terpene.NRPS;Others;15002;31267;31267;12413.0;1011;unknown_family;u_Others_1011
CP108768.region020;NBC_00909;1.2;CP108768;7129956;7248820;FALSE;118864;BGC0001823;weishanmycin;weishanmycin;NRP+Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_00909/CP108768.region020.gbk;transAT-PKS.T1PKS.NAPAA.terpene.NRPS;Others;15002;31267;31267;12413.0;1011;unknown_family;u_Others_1011
CP108577.region004;NBC_01191;1.4;CP108577;891671;1009942;FALSE;118271;BGC0001823;weishanmycin;weishanmycin;NRP+Polyketide;1.0;bgcflow;data/interim/antismash/7.0.0/NBC_01191/CP108577.region004.gbk;transAT-PKS.T1PKS.NAPAA.terpene.NRPS;Others;15002;31267;31267;12413.0;1011;unknown_family;u_Others_1011
CP109009.region025;NBC_00690;1.25;CP109009;8245637;8550214;FALSE;304577;BGC0001823;weishanmycin;unknown;NRP+Polyketide;0.967741935483871;bgcflow;data/interim/antismash/7.0.0/NBC_00690/CP109009.region025.gbk;transAT-PKS.T1PKS.NRP-metallophore.RiPP-like.NRPS;Others;19365;30880;30880;12413.0;3278;unknown_family;u_Others_3278
